timestamp,robot_id,robot_name,pos_x,pos_y,vel_x,vel_y,speed
0.035,1,swarm_bot_2,1.252,1.5287,-0.0121,-0.0397,0.0415
0.036,2,swarm_bot_3,-0.4204,1.9131,0.0206,-0.0449,0.0494
0.036,3,swarm_bot_4,-1.7605,0.8579,0.048,-0.016,0.0505
0.036,5,swarm_bot_6,-0.4161,-1.9114,0.0242,0.046,0.052
0.037,6,swarm_bot_7,1.2545,-1.5391,-0.0098,0.0331,0.0345
0.037,0,swarm_bot_1,1.9962,-0.0061,-0.026,-0.0044,0.0264
0.039,4,swarm_bot_5,-1.7584,-0.8444,0.0497,0.0244,0.0554
0.222,1,swarm_bot_2,1.2505,1.5246,-0.0156,-0.0404,0.0433
0.222,5,swarm_bot_6,-0.4138,-1.9067,0.0226,0.0474,0.0526
0.223,6,swarm_bot_7,1.2532,-1.5356,-0.0136,0.0349,0.0374
0.223,2,swarm_bot_3,-0.4185,1.9084,0.0196,-0.0465,0.0505
0.223,3,swarm_bot_4,-1.7556,0.8562,0.0488,-0.0174,0.0518
0.223,4,swarm_bot_5,-1.7534,-0.842,0.0502,0.0244,0.0558
0.224,0,swarm_bot_1,1.9932,-0.0064,-0.0307,-0.0037,0.0309
1.03,0,swarm_bot_1,1.9897,-0.0068,-0.0346,-0.0031,0.0348
1.032,1,swarm_bot_2,1.2486,1.5206,-0.0185,-0.0409,0.0449
1.033,3,swarm_bot_4,-1.7507,0.8543,0.0494,-0.0186,0.0528
1.033,4,swarm_bot_5,-1.7483,-0.8395,0.0506,0.0243,0.0561
1.034,6,swarm_bot_7,1.2515,-1.5319,-0.0169,0.0364,0.0401
1.034,2,swarm_bot_3,-0.4166,1.9036,0.0187,-0.0479,0.0514
1.035,5,swarm_bot_6,-0.4117,-1.9018,0.0212,0.0486,0.0531
1.213,1,swarm_bot_2,1.2465,1.5164,-0.021,-0.0414,0.0464
1.214,4,swarm_bot_5,-1.7432,-0.8371,0.0509,0.0243,0.0564
1.214,0,swarm_bot_1,1.9859,-0.007,-0.0379,-0.0026,0.038
1.214,2,swarm_bot_3,-0.4148,1.8987,0.0179,-0.049,0.0521
1.215,3,swarm_bot_4,-1.7457,0.8524,0.0499,-0.0195,0.0536
1.215,5,swarm_bot_6,-0.4097,-1.8969,0.02,0.0496,0.0535
1.215,6,swarm_bot_7,1.2495,-1.5282,-0.0196,0.0376,0.0424
2.021,0,swarm_bot_1,1.9818,-0.0072,-0.0407,-0.0021,0.0408
2.024,1,swarm_bot_2,1.2442,1.5122,-0.0231,-0.0417,0.0477
2.024,2,swarm_bot_3,-0.4131,1.8937,0.0172,-0.0499,0.0528
2.024,3,swarm_bot_4,-1.7407,0.8503,0.0502,-0.0204,0.0542
2.025,4,swarm_bot_5,-1.7381,-0.8347,0.051,0.0242,0.0565
2.025,6,swarm_bot_7,1.2473,-1.5243,-0.022,0.0386,0.0444
2.027,5,swarm_bot_6,-0.4078,-1.8918,0.019,0.0504,0.0538
2.192,1,swarm_bot_2,1.2417,1.508,-0.0249,-0.042,0.0488
2.192,2,swarm_bot_3,-0.4114,1.8887,0.0166,-0.0506,0.0533
2.195,4,swarm_bot_5,-1.733,-0.8323,0.0511,0.0242,0.0566
2.196,0,swarm_bot_1,1.9775,-0.0074,-0.0431,-0.0018,0.0431
2.197,3,swarm_bot_4,-1.7356,0.8482,0.0505,-0.021,0.0547
2.197,5,swarm_bot_6,-0.406,-1.8867,0.0181,0.051,0.0541
2.197,6,swarm_bot_7,1.2449,-1.5204,-0.0239,0.0395,0.0462
2.998,0,swarm_bot_1,1.973,-0.0075,-0.045,-0.0015,0.0451
2.998,1,swarm_bot_2,1.2391,1.5038,-0.0264,-0.0422,0.0498
2.999,2,swarm_bot_3,-0.4098,1.8835,0.0161,-0.0512,0.0537
2.999,3,swarm_bot_4,-1.7306,0.8461,0.0506,-0.0216,0.055
2.999,4,swarm_bot_5,-1.7279,-0.8299,0.0512,0.0241,0.0566
3.0,5,swarm_bot_6,-0.4042,-1.8816,0.0173,0.0515,0.0544
3.0,6,swarm_bot_7,1.2424,-1.5163,-0.0256,0.0402,0.0476
3.159,1,swarm_bot_2,1.2363,1.4996,-0.0276,-0.0424,0.0506
3.162,4,swarm_bot_5,-1.7228,-0.8275,0.0512,0.0241,0.0565
3.163,2,swarm_bot_3,-0.4082,1.8784,0.0157,-0.0517,0.054
3.163,3,swarm_bot_4,-1.7255,0.8439,0.0507,-0.022,0.0553
3.167,5,swarm_bot_6,-0.4026,-1.8764,0.0166,0.0519,0.0545
3.167,6,swarm_bot_7,1.2397,-1.5123,-0.027,0.0407,0.0488
3.169,0,swarm_bot_1,1.9683,-0.0077,-0.0467,-0.0012,0.0467
3.974,4,swarm_bot_5,-1.7177,-0.8251,0.0511,0.024,0.0565
3.974,5,swarm_bot_6,-0.401,-1.8712,0.016,0.0522,0.0546
3.975,0,swarm_bot_1,1.9635,-0.0078,-0.0481,-0.001,0.0481
3.975,1,swarm_bot_2,1.2334,1.4953,-0.0287,-0.0425,0.0513
3.975,2,swarm_bot_3,-0.4067,1.8732,0.0152,-0.052,0.0542
3.975,3,swarm_bot_4,-1.7204,0.8416,0.0507,-0.0224,0.0555
3.976,6,swarm_bot_7,1.2368,-1.5082,-0.0281,0.0411,0.0498
4.161,0,swarm_bot_1,1.9586,-0.0078,-0.0492,-0.0008,0.0492
4.162,1,swarm_bot_2,1.2305,1.4911,-0.0296,-0.0426,0.0518
4.162,2,swarm_bot_3,-0.4051,1.8681,0.0157,-0.0512,0.0535
4.163,3,swarm_bot_4,-1.7154,0.8394,0.0507,-0.0227,0.0556
4.163,4,swarm_bot_5,-1.7126,-0.8228,0.0507,0.0226,0.0555
4.163,5,swarm_bot_6,-0.3994,-1.8659,0.0155,0.0525,0.0547
4.163,6,swarm_bot_7,1.2339,-1.504,-0.0291,0.0415,0.0507
4.967,1,swarm_bot_2,1.2274,1.487,-0.0305,-0.0412,0.0513
4.967,3,swarm_bot_4,-1.7103,0.8371,0.0507,-0.0229,0.0557
4.968,5,swarm_bot_6,-0.3979,-1.8607,0.015,0.0526,0.0547
4.969,0,swarm_bot_1,1.9536,-0.0079,-0.0501,-0.0006,0.0501
4.969,2,swarm_bot_3,-0.4035,1.863,0.016,-0.0505,0.053
4.97,4,swarm_bot_5,-1.7076,-0.8206,0.0503,0.0215,0.0547
4.97,6,swarm_bot_7,1.2309,-1.5,-0.0302,0.0404,0.0504
5.158,4,swarm_bot_5,-1.7026,-0.8186,0.05,0.0206,0.0541
5.159,5,swarm_bot_6,-0.3966,-1.8555,0.0134,0.052,0.0537
5.159,6,swarm_bot_7,1.2278,-1.496,-0.0311,0.0395,0.0503
5.159,0,swarm_bot_1,1.9486,-0.0078,-0.05,0.0006,0.05
5.16,1,swarm_bot_2,1.2243,1.483,-0.0313,-0.0401,0.0509
5.16,2,swarm_bot_3,-0.4019,1.858,0.0162,-0.05,0.0525
5.16,3,swarm_bot_4,-1.7052,0.8348,0.0507,-0.0231,0.0557
5.964,0,swarm_bot_1,1.9436,-0.0077,-0.0499,0.0015,0.05
5.965,1,swarm_bot_2,1.2211,1.479,-0.0319,-0.0392,0.0506
5.965,2,swarm_bot_3,-0.4003,1.8531,0.0164,-0.0495,0.0521
5.965,3,swarm_bot_4,-1.7002,0.8326,0.0502,-0.0219,0.0548
5.966,4,swarm_bot_5,-1.6976,-0.8166,0.0497,0.0199,0.0535
5.966,5,swarm_bot_6,-0.3953,-1.8504,0.013,0.0508,0.0525
5.966,6,swarm_bot_7,1.2246,-1.4921,-0.0318,0.0388,0.0502
6.161,0,swarm_bot_1,1.9387,-0.0076,-0.0494,0.0013,0.0494
6.162,2,swarm_bot_3,-0.3987,1.8482,0.0154,-0.0488,0.0512
6.162,4,swarm_bot_5,-1.6928,-0.8146,0.0485,0.02,0.0525
6.162,1,swarm_bot_2,1.218,1.4752,-0.0313,-0.0387,0.0498
6.162,3,swarm_bot_4,-1.6953,0.8304,0.0489,-0.0217,0.0535
6.163,5,swarm_bot_6,-0.394,-1.8454,0.0126,0.0499,0.0514
6.163,6,swarm_bot_7,1.2215,-1.4883,-0.0313,0.0385,0.0497
6.97,1,swarm_bot_2,1.2149,1.4713,-0.0309,-0.0383,0.0492
6.97,2,swarm_bot_3,-0.3973,1.8434,0.0145,-0.0483,0.0504
6.974,3,swarm_bot_4,-1.6905,0.8283,0.0479,-0.0215,0.0525
6.975,4,swarm_bot_5,-1.688,-0.8126,0.0475,0.0201,0.0516
6.976,5,swarm_bot_6,-0.3928,-1.8405,0.0123,0.0491,0.0506
6.977,0,swarm_bot_1,1.9338,-0.0075,-0.049,0.0011,0.049
6.978,6,swarm_bot_7,1.2184,-1.4845,-0.0309,0.0383,0.0492
7.149,5,swarm_bot_6,-0.3916,-1.8356,0.0121,0.0484,0.0499
7.15,6,swarm_bot_7,1.2153,-1.4807,-0.0306,0.038,0.0488
7.15,0,swarm_bot_1,1.9289,-0.0074,-0.0486,0.0009,0.0486
7.151,1,swarm_bot_2,1.2118,1.4675,-0.0305,-0.038,0.0487
7.151,2,swarm_bot_3,-0.3959,1.8386,0.0138,-0.0478,0.0498
7.151,4,swarm_bot_5,-1.6833,-0.8106,0.0467,0.0201,0.0508
7.152,3,swarm_bot_4,-1.6858,0.8261,0.0469,-0.0213,0.0516
7.957,0,swarm_bot_1,1.9241,-0.0073,-0.0483,0.0008,0.0483
7.958,1,swarm_bot_2,1.2088,1.4638,-0.0302,-0.0377,0.0483
7.958,2,swarm_bot_3,-0.3946,1.8338,0.0133,-0.0474,0.0492
7.959,3,swarm_bot_4,-1.6812,0.824,0.0462,-0.0212,0.0508
7.959,5,swarm_bot_6,-0.3904,-1.8309,0.0118,0.0479,0.0493
7.96,6,swarm_bot_7,1.2123,-1.4769,-0.0303,0.0378,0.0484
7.961,4,swarm_bot_5,-1.6787,-0.8086,0.046,0.0201,0.0502
8.13,0,swarm_bot_1,1.9193,-0.0072,-0.048,0.0006,0.048
8.131,1,swarm_bot_2,1.2058,1.46,-0.0299,-0.0374,0.0479
8.132,2,swarm_bot_3,-0.3933,1.8291,0.0128,-0.0471,0.0488
8.132,3,swarm_bot_4,-1.6766,0.8219,0.0455,-0.021,0.0502
8.132,6,swarm_bot_7,1.2093,-1.4731,-0.0301,0.0376,0.0481
8.133,4,swarm_bot_5,-1.6742,-0.8066,0.0453,0.0201,0.0496
8.133,5,swarm_bot_6,-0.3892,-1.8261,0.0116,0.0474,0.0488
8.938,0,swarm_bot_1,1.9145,-0.0072,-0.0477,0.0006,0.0478
8.938,1,swarm_bot_2,1.2028,1.4563,-0.0297,-0.0372,0.0476
8.939,3,swarm_bot_4,-1.6722,0.8198,0.045,-0.0209,0.0496
8.939,4,swarm_bot_5,-1.6697,-0.8045,0.0448,0.0201,0.0491
8.94,5,swarm_bot_6,-0.3881,-1.8214,0.0114,0.047,0.0484
8.94,6,swarm_bot_7,1.2063,-1.4694,-0.0299,0.0374,0.0479
8.941,2,swarm_bot_3,-0.392,1.8245,0.0124,-0.0467,0.0484
9.134,4,swarm_bot_5,-1.6653,-0.8025,0.0444,0.0201,0.0487
9.135,6,swarm_bot_7,1.2033,-1.4657,-0.0297,0.0372,0.0476
9.136,0,swarm_bot_1,1.9098,-0.0071,-0.0475,0.0005,0.0475
9.136,1,swarm_bot_2,1.1999,1.4526,-0.0296,-0.037,0.0474
9.136,2,swarm_bot_3,-0.3908,1.8198,0.0121,-0.0465,0.048
9.137,3,swarm_bot_4,-1.6677,0.8177,0.0445,-0.0208,0.0491
9.137,5,swarm_bot_6,-0.387,-1.8168,0.0113,0.0467,0.048
9.94,0,swarm_bot_1,1.905,-0.0071,-0.0473,0.0004,0.0473
9.941,1,swarm_bot_2,1.1969,1.4489,-0.0294,-0.0368,0.0472
9.941,2,swarm_bot_3,-0.3897,1.8152,0.0118,-0.0462,0.0477
9.941,3,swarm_bot_4,-1.6633,0.8157,0.0441,-0.0207,0.0487
9.941,4,swarm_bot_5,-1.6609,-0.8005,0.044,0.0201,0.0483
9.944,5,swarm_bot_6,-0.3858,-1.8121,0.0111,0.0464,0.0477
9.945,6,swarm_bot_7,1.2004,-1.462,-0.0296,0.0371,0.0474
10.145,0,swarm_bot_1,1.9003,-0.007,-0.0472,0.0004,0.0472
10.145,3,swarm_bot_4,-1.6589,0.8136,0.0437,-0.0206,0.0484
10.146,1,swarm_bot_2,1.194,1.4452,-0.0293,-0.0367,0.047
10.146,2,swarm_bot_3,-0.3885,1.8106,0.0116,-0.046,0.0474
10.146,4,swarm_bot_5,-1.6565,-0.7985,0.0436,0.02,0.048
10.146,5,swarm_bot_6,-0.3847,-1.8075,0.011,0.0461,0.0474
10.146,6,swarm_bot_7,1.1974,-1.4583,-0.0295,0.0369,0.0472
10.95,0,swarm_bot_1,1.8956,-0.007,-0.047,0.0003,0.047
10.95,1,swarm_bot_2,1.1911,1.4416,-0.0292,-0.0365,0.0468
10.951,3,swarm_bot_4,-1.6546,0.8115,0.0434,-0.0206,0.048
10.951,5,swarm_bot_6,-0.3837,-1.8029,0.0109,0.0459,0.0471
10.951,6,swarm_bot_7,1.1945,-1.4546,-0.0294,0.0368,0.0471
10.952,2,swarm_bot_3,-0.3874,1.806,0.0114,-0.0458,0.0472
10.952,4,swarm_bot_5,-1.6522,-0.7965,0.0433,0.02,0.0477
11.147,1,swarm_bot_2,1.1882,1.4379,-0.0291,-0.0364,0.0466
11.148,0,swarm_bot_1,1.8909,-0.007,-0.0469,0.0003,0.0469
11.148,2,swarm_bot_3,-0.3863,1.8014,0.0112,-0.0456,0.047
11.148,3,swarm_bot_4,-1.6503,0.8095,0.0431,-0.0205,0.0478
11.149,4,swarm_bot_5,-1.6479,-0.7945,0.043,0.02,0.0474
11.149,5,swarm_bot_6,-0.3826,-1.7984,0.0108,0.0456,0.0469
11.149,6,swarm_bot_7,1.1916,-1.4509,-0.0292,0.0367,0.0469
11.954,0,swarm_bot_1,1.8863,-0.007,-0.0467,0.0003,0.0467
11.954,1,swarm_bot_2,1.1853,1.4343,-0.029,-0.0363,0.0464
11.955,2,swarm_bot_3,-0.3851,1.7969,0.011,-0.0455,0.0468
11.955,3,swarm_bot_4,-1.646,0.8074,0.0429,-0.0204,0.0475
11.955,4,swarm_bot_5,-1.6436,-0.7925,0.0428,0.0199,0.0472
11.956,5,swarm_bot_6,-0.3815,-1.7938,0.0107,0.0455,0.0467
11.957,6,swarm_bot_7,1.1887,-1.4473,-0.0292,0.0365,0.0468
12.146,3,swarm_bot_4,-1.6417,0.8054,0.0427,-0.0203,0.0473
12.147,0,swarm_bot_1,1.8816,-0.0069,-0.0466,0.0003,0.0466
12.147,1,swarm_bot_2,1.1824,1.4307,-0.0289,-0.0361,0.0463
12.147,2,swarm_bot_3,-0.3841,1.7924,0.0109,-0.0453,0.0466
12.148,4,swarm_bot_5,-1.6394,-0.7905,0.0426,0.0199,0.047
12.148,5,swarm_bot_6,-0.3804,-1.7893,0.0106,0.0453,0.0465
12.148,6,swarm_bot_7,1.1857,-1.4436,-0.0291,0.0364,0.0466
12.955,1,swarm_bot_2,1.1795,1.4271,-0.0289,-0.036,0.0462
12.955,2,swarm_bot_3,-0.383,1.7878,0.0108,-0.0452,0.0464
12.955,3,swarm_bot_4,-1.6375,0.8034,0.0425,-0.0203,0.047
12.956,4,swarm_bot_5,-1.6351,-0.7886,0.0424,0.0198,0.0468
12.956,5,swarm_bot_6,-0.3794,-1.7848,0.0106,0.0451,0.0463
12.957,0,swarm_bot_1,1.8769,-0.0069,-0.0465,0.0002,0.0465
12.957,6,swarm_bot_7,1.1828,-1.44,-0.029,0.0363,0.0465
13.138,6,swarm_bot_7,1.18,-1.4364,-0.0289,0.0362,0.0463
13.139,4,swarm_bot_5,-1.6309,-0.7866,0.0422,0.0198,0.0466
13.14,0,swarm_bot_1,1.8723,-0.0069,-0.0463,0.0002,0.0463
13.141,1,swarm_bot_2,1.1766,1.4235,-0.0288,-0.0359,0.046
13.141,2,swarm_bot_3,-0.3819,1.7833,0.0107,-0.045,0.0463
13.141,3,swarm_bot_4,-1.6332,0.8014,0.0423,-0.0202,0.0468
13.142,5,swarm_bot_6,-0.3783,-1.7803,0.0105,0.045,0.0462
13.945,1,swarm_bot_2,1.1737,1.4199,-0.0287,-0.0358,0.0459
13.946,3,swarm_bot_4,-1.629,0.7993,0.0421,-0.0202,0.0467
13.946,4,swarm_bot_5,-1.6267,-0.7846,0.042,0.0197,0.0464
13.946,5,swarm_bot_6,-0.3773,-1.7758,0.0104,0.0448,0.046
13.946,6,swarm_bot_7,1.1771,-1.4327,-0.0288,0.0361,0.0462
13.947,0,swarm_bot_1,1.8677,-0.0069,-0.0462,0.0002,0.0462
13.947,2,swarm_bot_3,-0.3808,1.7789,0.0106,-0.0449,0.0461
14.137,0,swarm_bot_1,1.8631,-0.0068,-0.0461,0.0002,0.0461
14.137,1,swarm_bot_2,1.1709,1.4164,-0.0287,-0.0357,0.0458
14.137,2,swarm_bot_3,-0.3798,1.7744,0.0106,-0.0447,0.046
14.137,4,swarm_bot_5,-1.6225,-0.7826,0.0419,0.0197,0.0463
14.138,3,swarm_bot_4,-1.6248,0.7973,0.0419,-0.0201,0.0465
14.138,5,swarm_bot_6,-0.3763,-1.7713,0.0104,0.0447,0.0459
14.138,6,swarm_bot_7,1.1742,-1.4291,-0.0288,0.036,0.0461
14.943,3,swarm_bot_4,-1.6207,0.7953,0.0418,-0.02,0.0463
14.943,6,swarm_bot_7,1.1713,-1.4256,-0.0287,0.0359,0.046
14.944,0,swarm_bot_1,1.8585,-0.0068,-0.046,0.0002,0.046
14.944,1,swarm_bot_2,1.168,1.4128,-0.0286,-0.0356,0.0457
14.945,2,swarm_bot_3,-0.3787,1.7699,0.0105,-0.0446,0.0458
14.945,4,swarm_bot_5,-1.6183,-0.7807,0.0417,0.0196,0.0461
14.946,5,swarm_bot_6,-0.3752,-1.7669,0.0103,0.0445,0.0457
15.117,1,swarm_bot_2,1.1652,1.4092,-0.0285,-0.0355,0.0455
15.117,4,swarm_bot_5,-1.6142,-0.7787,0.0416,0.0196,0.0459
15.118,2,swarm_bot_3,-0.3777,1.7655,0.0104,-0.0445,0.0457
15.118,3,swarm_bot_4,-1.6165,0.7933,0.0416,-0.02,0.0462
15.118,5,swarm_bot_6,-0.3742,-1.7624,0.0103,0.0444,0.0456
15.119,6,swarm_bot_7,1.1685,-1.422,-0.0286,0.0358,0.0458
15.119,0,swarm_bot_1,1.8539,-0.0068,-0.0459,0.0002,0.0459
15.925,0,swarm_bot_1,1.8493,-0.0068,-0.0458,0.0002,0.0458
15.925,1,swarm_bot_2,1.1623,1.4057,-0.0285,-0.0354,0.0454
15.925,2,swarm_bot_3,-0.3767,1.761,0.0104,-0.0444,0.0456
15.926,3,swarm_bot_4,-1.6123,0.7913,0.0415,-0.0199,0.046
15.926,4,swarm_bot_5,-1.6101,-0.7768,0.0414,0.0195,0.0458
15.926,5,swarm_bot_6,-0.3732,-1.758,0.0102,0.0443,0.0455
15.926,6,swarm_bot_7,1.1656,-1.4184,-0.0286,0.0357,0.0457
16.106,0,swarm_bot_1,1.8447,-0.0068,-0.0456,0.0002,0.0456
16.106,1,swarm_bot_2,1.1595,1.4022,-0.0284,-0.0353,0.0453
16.107,2,swarm_bot_3,-0.3756,1.7566,0.0103,-0.0442,0.0454
16.107,3,swarm_bot_4,-1.6082,0.7893,0.0414,-0.0199,0.0459
16.107,4,swarm_bot_5,-1.6059,-0.7748,0.0413,0.0195,0.0457
16.107,6,swarm_bot_7,1.1628,-1.4148,-0.0285,0.0356,0.0456
16.108,5,swarm_bot_6,-0.3721,-1.7536,0.0102,0.0442,0.0453
16.912,1,swarm_bot_2,1.1566,1.3987,-0.0283,-0.0352,0.0452
16.913,2,swarm_bot_3,-0.3746,1.7522,0.0103,-0.0441,0.0453
16.913,5,swarm_bot_6,-0.3711,-1.7492,0.0102,0.044,0.0452
16.913,0,swarm_bot_1,1.8402,-0.0067,-0.0455,0.0002,0.0455
16.914,3,swarm_bot_4,-1.6041,0.7874,0.0412,-0.0198,0.0457
16.915,4,swarm_bot_5,-1.6018,-0.7729,0.0412,0.0194,0.0455
16.915,6,swarm_bot_7,1.1599,-1.4113,-0.0284,0.0355,0.0455
17.11,0,swarm_bot_1,1.8357,-0.0067,-0.0454,0.0002,0.0454
17.111,1,swarm_bot_2,1.1538,1.3951,-0.0283,-0.0351,0.0451
17.111,2,swarm_bot_3,-0.3736,1.7478,0.0102,-0.044,0.0452
17.112,3,swarm_bot_4,-1.6,0.7854,0.0411,-0.0198,0.0456
17.112,4,swarm_bot_5,-1.5977,-0.7709,0.041,0.0194,0.0454
17.112,5,swarm_bot_6,-0.3701,-1.7448,0.0101,0.0439,0.0451
17.112,6,swarm_bot_7,1.1571,-1.4077,-0.0283,0.0354,0.0454
17.919,0,swarm_bot_1,1.8311,-0.0067,-0.0453,0.0002,0.0453
17.919,1,swarm_bot_2,1.151,1.3916,-0.0282,-0.035,0.045
17.919,2,swarm_bot_3,-0.3726,1.7434,0.0102,-0.0439,0.0451
17.921,3,swarm_bot_4,-1.5959,0.7834,0.041,-0.0197,0.0455
17.921,4,swarm_bot_5,-1.5936,-0.769,0.0409,0.0193,0.0453
17.921,5,swarm_bot_6,-0.3691,-1.7404,0.0101,0.0438,0.045
17.922,6,swarm_bot_7,1.1543,-1.4042,-0.0283,0.0353,0.0453
18.077,3,swarm_bot_4,-1.5918,0.7814,0.0409,-0.0197,0.0454
18.078,2,swarm_bot_3,-0.3715,1.739,0.0102,-0.0438,0.0449
18.079,0,swarm_bot_1,1.8266,-0.0067,-0.0452,0.0002,0.0452
18.079,5,swarm_bot_6,-0.3681,-1.736,0.0101,0.0437,0.0448
18.08,4,swarm_bot_5,-1.5895,-0.7671,0.0408,0.0193,0.0451
18.082,1,swarm_bot_2,1.1482,1.3881,-0.0281,-0.0349,0.0449
18.084,6,swarm_bot_7,1.1514,-1.4007,-0.0282,0.0352,0.0451
18.191,1,swarm_bot_2,1.1454,1.3847,-0.0281,-0.0349,0.0447
18.191,0,swarm_bot_1,1.8221,-0.0067,-0.0451,0.0002,0.0451
18.191,2,swarm_bot_3,-0.3705,1.7347,0.0101,-0.0437,0.0448
18.191,3,swarm_bot_4,-1.5877,0.7795,0.0408,-0.0196,0.0452
18.192,4,swarm_bot_5,-1.5855,-0.7651,0.0407,0.0192,0.045
18.192,5,swarm_bot_6,-0.3671,-1.7317,0.01,0.0436,0.0447
18.192,6,swarm_bot_7,1.1486,-1.3972,-0.0281,0.0352,0.045
18.995,0,swarm_bot_1,1.8176,-0.0067,-0.045,0.0002,0.045
18.995,1,swarm_bot_2,1.1426,1.3812,-0.028,-0.0348,0.0446
18.995,2,swarm_bot_3,-0.3695,1.7303,0.0101,-0.0436,0.0447
18.995,3,swarm_bot_4,-1.5837,0.7775,0.0406,-0.0196,0.0451
18.996,4,swarm_bot_5,-1.5814,-0.7632,0.0406,0.0192,0.0449
18.996,6,swarm_bot_7,1.1458,-1.3937,-0.0281,0.0351,0.0449
18.996,5,swarm_bot_6,-0.3661,-1.7273,0.01,0.0435,0.0446
19.099,2,swarm_bot_3,-0.3685,1.726,0.0101,-0.0434,0.0446
19.099,3,swarm_bot_4,-1.5796,0.7756,0.0405,-0.0195,0.045
19.099,6,swarm_bot_7,1.143,-1.3902,-0.028,0.035,0.0448
19.1,0,swarm_bot_1,1.8131,-0.0066,-0.0449,0.0002,0.0449
19.1,1,swarm_bot_2,1.1398,1.3777,-0.0279,-0.0347,0.0445
19.1,4,swarm_bot_5,-1.5774,-0.7613,0.0405,0.0192,0.0448
19.101,5,swarm_bot_6,-0.3651,-1.723,0.01,0.0434,0.0445
19.296,0,swarm_bot_1,1.8086,-0.0066,-0.0448,0.0002,0.0448
19.296,1,swarm_bot_2,1.137,1.3743,-0.0279,-0.0346,0.0444
